goal_index,goal_id,district_indicator_desc,district_indicator_master_id,,indicators_value,district,district_name,valueyear,delete_flag
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,77.29,77.29,DT17,Korba,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,100,100,DT17,Korba,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT17,Korba,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT17,Korba,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT17,Korba,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,98.65,98.65,DT17,Korba,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,35.85,35.85,DT17,Korba,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT17,Korba,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT17,Korba,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,98,98,DT17,Korba,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,78.67,10.69,DT17,Korba,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,17.55,13.92,DT17,Korba,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,10.69,58.15,DT17,Korba,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,13.92,73.04,DT17,Korba,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,58.15,18.25,DT17,Korba,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT17,Korba,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.533697554,0.53,DT17,Korba,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,23.91,23.91,DT17,Korba,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,41.66,41.66,DT17,Korba,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,2.69,2.69,DT17,Korba,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,28,28,DT17,Korba,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,42,42,DT17,Korba,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,21.81,63.77,DT17,Korba,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT17,Korba,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,95,95,DT17,Korba,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT17,Korba,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT17,Korba,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,74.3,74.3,DT17,Korba,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0.08,0.077,DT17,Korba,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,100,100,DT17,Korba,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,8,8,DT17,Korba,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT17,Korba,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT17,Korba,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,2.8,2.71,DT17,Korba,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,32.54,32.54,DT17,Korba,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,2.21,2.0938,DT17,Korba,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT17,Korba,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.07,0.07,DT17,Korba,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,56.89,56.89,DT17,Korba,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,37.33,37.33,DT17,Korba,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,1.94,1.94,DT17,Korba,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT17,Korba,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,105.8,83.3,DT17,Korba,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,83.3,105.8,DT17,Korba,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,92.71,92.93,DT17,Korba,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.08,0.085,DT18,Korea,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,62.8,62.8,DT18,Korea,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,7.51,7.5,DT18,Korea,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.99,93.02,DT18,Korea,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,36.73,23.11,DT18,Korea,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,38.96,44.44,DT18,Korea,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,13.84,31.8,DT18,Korea,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,88.02,88.02,DT18,Korea,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,19.38,26.39,DT18,Korea,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,54.1,54.1,DT18,Korea,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,50.5,50.48,DT18,Korea,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2460,2460,DT18,Korea,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1830,1830,DT18,Korea,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,97.35,97.5,DT18,Korea,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,91,70,DT18,Korea,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,97.6,87.1,DT18,Korea,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,83,86,DT18,Korea,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,24.92,24.92,DT18,Korea,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,7.1,25.56,DT18,Korea,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,50.8,6.2,DT18,Korea,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,98,98,DT18,Korea,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,69.82,69.82,DT18,Korea,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,89.65,89.65,DT18,Korea,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,13.66,13.66,DT18,Korea,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,9.52,9.34,DT18,Korea,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT18,Korea,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,86.91,86.91,DT18,Korea,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,78.35,78.35,DT18,Korea,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,22.42,22.42,DT18,Korea,2023,N
5,Goal 5,"5.1.1 Rate of crimes against women per 1,00,000 female population",1009,9.68,70.97,DT18,Korea,2023,N
5,Goal 5,5.1.2 Sex Ratio at Birth,1030,864,986,DT18,Korea,2023,N
5,Goal 5,5.2.1 Per lakh women who have experienced cruelty/physical violence by husband or his relative during the calendar year,1042,70.97,9.68,DT18,Korea,2023,N
5,Goal 5,"5.5.1 Proportion of seats held by women in  Local Self Government- three tire panchayat and ULB election, (in percentage) ",1019,55.55,55.5,DT18,Korea,2023,N
5,Goal 5,5.6.1 Unmet need for family planning for currently married women aged 15-49 years (in percentage),1047,12.6,12.6,DT18,Korea,2023,N
5,Goal 5,5.a.1 Operational land holdings (Female operated operational Holdings),1020,18.42,18.42,DT18,Korea,2023,N
6,Goal 6,6.1.1 Percentage of Rural Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1062,41.68,38.63,DT18,Korea,2023,N
6,Goal 6,6.1.2 Percentage of Urban Population getting safe and adequate drinking water within premises through Pipe Water Supply (PWS),1079,92,75,DT18,Korea,2023,N
6,Goal 6,6.1.3 Percentage of Rural population using an improved drinking water source (Population covered with >=40 LPCD),1026,97.59,97.59,DT18,Korea,2023,N
6,Goal 6,6.1.4 Percentage of Urban population using an improved drinking water source,1080,85,90,DT18,Korea,2023,N
6,Goal 6,6.2.1 Proportion of Rural households having access to toilet facility ,1025,100,100,DT18,Korea,2023,N
6,Goal 6,6.2.1 Proportion of Urban households having access to toilet facility ,1049,100,100,DT18,Korea,2023,N
6,Goal 6,6.2.2 Percentage of Gram Panchayat (GP) achieving Open Defecation Free (ODF) target,1024,100,100,DT18,Korea,2023,N
6,Goal 6,6.2.3 Proportion of schools with separate toilet facility for girls (in percentage),1004,99.87,99.87,DT18,Korea,2023,N
6,Goal 6,6.4.1 Percentage ground water withdrawal against availability,1015,32.92,32.92,DT18,Korea,2023,N
6,Goal 6,6.6.1 Percentage of blocks/mandals/taluka over- exploited,1014,0,0,DT18,Korea,2023,N
7,Goal 7,7.1.1 Percentage of households electrified ,1027,100,100,DT18,Korea,2023,N
7,Goal 7,7.1.2 Percentage of household using clean cooking fuel,1057,73,73,DT18,Korea,2023,N
8,Goal 8,"8.10.1 Number of banking outlets per 1,00,000 population",1069,77.01,5.46,DT18,Korea,2023,N
8,Goal 8,"8.10.2 Automated Teller Machines (ATMs) per 1,00,000 population",1011,19.64,6.22,DT18,Korea,2023,N
8,Goal 8,8.10.3 Proportion of women account holders in PMJDY ,1070,5.46,56.81,DT18,Korea,2023,N
8,Goal 8,8.5.1 Workforce Participation Ratio (WPR) (in rate per 100). a) Total b) male c) female ,1036,6.22,74.44,DT18,Korea,2023,N
8,Goal 8,8.5.2 Labour force participation rate (%) (15-59 years) ,1037,56.81,19.03,DT18,Korea,2023,N
9,Goal 9,9.1.1 Percentage of targeted habitations connected by all-weather roads under Pradhan Mantri Gram Sadak Yojana,1060,100,100,DT18,Korea,2023,N
9,Goal 9,9.2.1 Manufacturing employment as a proportion of total employment (in percentage),1023,0.680751601,0.68,DT18,Korea,2023,N
10,Goal 10,10.2.1 Proportion of SC/ST persons in local Elected bodies,1002,26.73,26.73,DT18,Korea,2023,N
10,Goal 10,10.2.2 Percentage of population in the lowest two wealth quintiles as per the Wealth Index,1048,57.94,57.94,DT18,Korea,2023,N
10,Goal 10,10.4.1 Rate total crime against SCs/STs,1040,6.63,6.63,DT18,Korea,2023,N
11,Goal 11,"11.1.1 Proportion of Urban Population Living in Slums, informal Settlements or Inadequate Housing",1081,0,4,DT18,Korea,2023,N
11,Goal 11,11.1.2 Percentage of urban households living in katcha houses,1050,21,30,DT18,Korea,2023,N
11,Goal 11,"11.2.1 People killed/injured in road accidents ( per 1,00,000 population)",1010,25.56,50.8,DT18,Korea,2023,N
11,Goal 11,11.6.1 Percentage of wards with 100% door to door waste collection,1064,100,100,DT18,Korea,2023,N
11,Goal 11,11.6.2 Percentage of urban areas having drainage facility (covered),1068,85,61,DT18,Korea,2023,N
11,Goal 11,11.6.3 Percentage Municipal Solid Waste (MSW) treated against MSW generated,1065,100,100,DT18,Korea,2023,N
11,Goal 11,11.6.4 Installed septage treatment capacity as a proportion of septage generated in urban areas ,1066,100,100,DT18,Korea,2023,N
12,Goal 12,"12.4.1 Percentage use of nitrogen fertilizer out of total N,P,K, (Nitrogen, Phosphorous, Potassium)",1005,61.37,61.37,DT18,Korea,2023,N
12,Goal 12,12.5.1 Per capita hazard waste generated,1016,0,0,DT18,Korea,2023,N
12,Goal 12,12.5.2 Quantity of hazardous waste recycled to total hazardous waste generated (in percentage),1017,106.33,106.33,DT18,Korea,2023,N
12,Goal 12,12.5.3 Per capita (in gm) plastic waste generated in urban areas ,1003,13,9,DT18,Korea,2023,N
12,Goal 12,12.5.4 Proportion of BMW treated to total quantity of BMW generated ,1018,100,100,DT18,Korea,2023,N
12,Goal 12,12.5.5 Percentage of wards with 100% source segregation,1067,100,100,DT18,Korea,2023,N
13,Goal 13,"13.1.1 Number of deaths attributed to extreme climate per 1,00,000 population ",1063,4.8,5.05,DT18,Korea,2023,N
13,Goal 13,13.2.1 CO2 saved from LED bulbs per 1000 population,1054,31.13,31.13,DT18,Korea,2023,N
15,Goal 15,15.2.1 Total area covered under different afforestation schemes (in Hectare),1055,1.81,1.5436,DT18,Korea,2023,N
15,Goal 15,"15.7.1 Number of cases registered under the Wildlife Protection Act, 1972",1056,0,0,DT18,Korea,2023,N
16,Goal 16,"16.2.1 Number of victims rescued from human trafficking per 1,00,000 population",1006,0.64,0.64,DT18,Korea,2023,N
16,Goal 16,"16.2.2 Proportion of Crime Committed against Children during the year, ( per 1,00,000 children)",1043,64,64,DT18,Korea,2023,N
16,Goal 16,16.2.3 Number of Missing Children per lakh population,1044,31,31,DT18,Korea,2023,N
16,Goal 16,16.3.1 Number of courts per lakh population,1038,2.77,2.77,DT18,Korea,2023,N
16,Goal 16,"16.5.1 Cases reported under Prevention of Corruption Act and related section of IPC per 1,00,000 population",1041,0,0,DT18,Korea,2023,N
16,Goal 16,16.9.1 Percentage of net births registered,1058,107.8,105.9,DT18,Korea,2023,N
16,Goal 16,16.9.2 Percentage of net death registered,1059,105.9,107.8,DT18,Korea,2023,N
16,Goal 16,"16.9.3 Proportion of population covered under Aadhaar, (in percentage)",1078,100.09,100.08,DT18,Korea,2023,N
1,Goal 1,1.2.1 District MPI score,1051,0.05,0.051,DT19,Mahasamund,2023,N
1,Goal 1,"1.3.1 Percentage of households with any usual member covered by a health scheme or health insurance, (in percentage)",1045,76.2,76.2,DT19,Mahasamund,2023,N
1,Goal 1,"1.3.2 Percentage of population covered by Social Protection Schemes (Old age/widow, divorced, separated, destitute/disabled)",1032,9.38,9.38,DT19,Mahasamund,2023,N
1,Goal 1,1.3.3 Persons provided employment as a percentage of persons who demanded employment under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),1012,99.91,79.51,DT19,Mahasamund,2023,N
1,Goal 1,1.3.4 Number of disabled persons who have worked in MGNREGA as a proportion of disabled persons registered in MGNREGA,1013,30.07,26.51,DT19,Mahasamund,2023,N
1,Goal 1,1.3.5 Percentage of households living in katcha houses (rural),1061,22.87,38.46,DT19,Mahasamund,2023,N
2,Goal 2,2.1.1 Children under 5 years who are underweight (weight-for-age) (%),1033,18.15,25.8,DT19,Mahasamund,2023,N
2,Goal 2,"2.1.2 Proportion of beneficiaries covered under Chhattisgarh National Food Security Act 2012, (in percentage)",1052,92.41,92.41,DT19,Mahasamund,2023,N
2,Goal 2,2.2.1 Children under 5 years who are stunted (height-for-age) (%) ,1034,36.19,37.68,DT19,Mahasamund,2023,N
2,Goal 2,2.2.2 Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),1082,56.5,56.5,DT19,Mahasamund,2023,N
2,Goal 2,2.2.3 Adolescent (15 -19 years) who are anaemic (%),1001,60.1,63,DT19,Mahasamund,2023,N
2,Goal 2,2.3.1 Agriculture productivity of rice (in kg per hectare),1021,2570,2570,DT19,Mahasamund,2023,N
2,Goal 2,2.3.2 Agriculture productivity of wheat (in kg per hectare),1022,1465,1465,DT19,Mahasamund,2023,N
3,Goal 3,3.1.1 Percentage of Institutional Deliveries conducted (Including C-Sections),1035,99.65,99.65,DT19,Mahasamund,2023,N
3,Goal 3,"3.2.1 Under - five mortality rate, (per 1,000 live births)",1046,50.4,50.4,DT19,Mahasamund,2023,N
3,Goal 3,3.2.2 Percentage of children aged 12-23 months fully immunized,1028,96,96,DT19,Mahasamund,2023,N
3,Goal 3,"3.3.1 Tuberculosis incidence per 1,00,000 population",1053,117,117,DT19,Mahasamund,2023,N
3,Goal 3,"3.4.1 Suicide mortality rate, (per 1,00,000 population)",1008,32.86,32.86,DT19,Mahasamund,2023,N
3,Goal 3,"3.6.1 People killed in road accidents (per 1,00,000 population) ",1007,9.8,23.08,DT19,Mahasamund,2023,N
3,Goal 3,"3.8.1 Total physicians, nurses and midwives per 10,000 population",1029,52.57,9.8,DT19,Mahasamund,2023,N
4,Goal 4,4.1.1 Adjusted Net Enrolment Ratio in elementary (class 1-8) education,1071,94.6,94.6,DT19,Mahasamund,2023,N
4,Goal 4,4.1.2 Gross Enrolment Ratio in higher secondary (class 11-12) education,1072,62.09,62.09,DT19,Mahasamund,2023,N
4,Goal 4,4.1.3 Percentage of students in grade 8 achieving at least a minimum proficiency level in terms of nationally defined learning outcomes to be attained by pupils at the end of each of above grades,1039,77.1,77.1,DT19,Mahasamund,2023,N
4,Goal 4,4.1.4 Average annual dropout rate at secondary level (class 9-10),1073,16.66,16.66,DT19,Mahasamund,2023,N
4,Goal 4,4.3.1 Gross enrolment ratio (GER) in higher education,1031,12.77,12.95,DT19,Mahasamund,2023,N
4,Goal 4,4.a.1 Proportion of schools with access to: basic drinking water,1074,100,100,DT19,Mahasamund,2023,N
4,Goal 4,4.a.2 Proportion of schools with access to: basic sanitation facilities,1075,88.3,88.3,DT19,Mahasamund,2023,N
4,Goal 4,4.c.1 Proportion of trained teachers at secondary level (class 9-10),1076,63,63,DT19,Mahasamund,2023,N
4,Goal 4,4.c.2 Pupil Teacher ratio at secondary level (class-9-10),1077,20.5,20.5,DT19,Mahasamund,2023,N
